Species,Taxon ID
human gut metagenome,408170
Porphyromonas gingivalis ATCC 33277,431947
Morus indica,248361
Mizuhopecten yessoensis,6573
Callithrix jacchus,1476500
Schizosaccharomyces pombe,284812
Lobularia maritima,226051
Carica papaya,3649
Magnetospira sp. QH-2,1288970
Astyanax mexicanus,7994
Burkholderia lata,482957
Tetraselmis chuii,63592
Streptococcus equi subsp. zooepidemicus,552526
Buceros rhinoceros silvestris,175836
Pauljensenia hongkongensis,178339
Calcidiscus leptoporus,127549
Plethodon cinereus,141976
Synechococcus sp. WH 7803,32051
Candidatus Phytoplasma luffae,35773
Symbiodinium natans,878477
Leishmania mexicana MHOM/GT/2001/U1103,929439
Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,335541
Plasmodium berghei,5823
Erythrolobus australicus,1077150
Coturnix japonica,93934
Hydnomerulius pinastri MD-312,994086
Osteochilus hasseltii,227288
Aspergillus calidoustus,454130
Nitrosomonas sp. Nm58,200126
Human immunodeficiency virus 1,11676
Streptococcus pneumoniae,373153
Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620
Capronia coronata CBS 617.96,43229
Mixia osmundae IAM 14324,764103
Verrucomicrobiales bacterium,100234
Glycine soja,3848
Chloroflexi bacterium B3_Chlor,2012489
Arabidopsis lyrata subsp. lyrata,81972
Euroglyphus maynei,6958
Aeropyrum pernix,272557
Cryptosporidium parvum Iowa II,353152
Bifidobacterium hapali,1630172
Candidatus Peregrinibacteria bacterium GW2011_GWC2_33_13,1619061
Ornithinibacillus caprae,2678566
Pseudomonas kitaguniensis,2607908
Thermoanaerobacter pseudethanolicus ATCC 33223,340099
Lepidothrix coronata,321398
Trypanosoma cruzi,366581
Stereum hirsutum FP-91666 SS1,721885
Labrus ossifagus,30800
Haptolina ericina,156174
Micrurus surinamensis,129470
Timema genevievae,629358
Phanerochaete carnosa HHB-10118-sp,650164
Allochrocebus lhoesti,100224
Neisseria gonorrhoeae,521006
Micromonospora halophytica,47864
Strongyloides ratti,34506
Aspergillus coremiiformis,138285
Camponotus floridanus,104421
candidate division KSB3 bacterium,2044937
Streptococcus sp. sy004,2600149
Prescottella equi 103S,685727
Haloarcula marismortui ATCC 43049,272569
Thermosynechococcus vestitus BP-1,197221
Trichomonas vaginalis,412133
Klebsiella pneumoniae 30684/NJST258_2,1420013
Dasypus novemcinctus,9361
Acinetobacter baumannii,405416
Candidatus Vesicomyosocius okutanii,412965
Glomus cerebriforme,658196
Thalassiosira oceanica,159749
Todus mexicanus,135184
Bacteroides clarus,762984
Atractaspis engaddensis,1343144
Endozoicomonas montiporae,1027273
Absidia repens,90262
Chlamydia trachomatis D/UW-3/CX,272561
Trichoderma gamsii,398673
Candidatus Hydrogenedentes bacterium,1379305
Rhodobium orientis,34017
Oscillibacter sp. CAG:241_62_21,
Haemophilus influenzae PittEE,374930
Anopheles maculatus,74869
Trieres chinensis,1514140
Scaphirhynchus platorynchus,7910
Hermetia illucens,343691
Puccinia graminis f. sp. tritici,56615
Polyangiaceae bacterium,2268199
Rotaria sp. Silwood2,2762512
Poecilia formosa,48698
Pyrobaculum arsenaticum DSM 13514,340102
Rubrobacteraceae bacterium,2740537
Clostridium subterminale,1550
Pseudomonas mendocina ymp,399739
Miscanthus lutarioriparius,422564
Rhodnius prolixus,13249
Psophia crepitans,54359
Bacillus sp. BK245,2512184
Paraphaeosphaeria sporulosa,1460663
Nitrospirae bacterium,2026887
Stigeoclonium helveticum,55999
Tremarctos ornatus,9638
Staphylococcus aureus subsp. aureus MSSA476,282459
Aspidelaps scutatus,8607
Fibularhizoctonia sp. CBS 109695,436010
Haloarcula marismortui,272569
Burkholderia ubonensis,441166
Gorilla gorilla gorilla,499232
Telescopus dhara,338837
Xanthomonas campestris pv. campestris str. 8004,314565
Lymnaea stagnalis,6523
Cataglyphis bombycina,72790
Thermotoga maritima MSB8,243274
Callipepla squamata,1356586
Fibrella aestuarina BUZ 2,1166018
Coprinopsis marcescibilis,230819
Altibacter sp.,2024823
Desulfobacteraceae bacterium SEEP-SAG9,2100161
Pseudechis australis,8670
Acanthophis antarcticus,8605
Sus scrofa,9825
Gadus morhua,8049
Equine infectious anemia virus (ISOLATE WYOMING),11672
Oscillospiraceae bacterium,2485925
Labeo rohita,84645
Neodiprion lecontei,249151
Dendroaspis jamesoni kaimosae,8619
Helobdella robusta,6412
Fomitopsis pinicola FP-58527 SS1,2126942
Tribolium castaneum,7070
Brandtodinium nutricula,1333877
Actinomadura sp. 7K507,2530365
Burkholderia pseudomallei 668,320373
Hemiselmis andersenii,464988
Naegleria gruberi,5762
Streptomonospora salina,104205
Timema monikensis,170555
Anaerocolumna jejuensis DSM 15929,1121322
Corchorus olitorius,93759
Pseudonaja textilis,169397
Goniomonas avonlea,1255295
Nostoc punctiforme PCC 73102,63737
Cohnella zeiphila,2761120
Methylophilus sp. Leaf416,1736373
Nocardia brasiliensis ATCC 700358,1133849
Burkholderia cenocepacia,1055524
Nyctotherus ovalis,87989
Psychroserpens sp. NJDZ02,2570561
Scophthalmus maximus,52904
Gluconobacter oxydans 621H,290633
Komagataella phaffii GS115,644223
Ailuropoda melanoleuca,9646
Onychorhynchus coronatus,360224
Rhodobacteraceae bacterium,1904441
Myripristis murdjan,586833
Kocuria rhizophila DC2201,378753
Mesorhizobium japonicum MAFF 303099,266835
Ovis aries,9940
Aeromonas hydrophila subsp. hydrophila AL09-71,1321367
Harpegnathos saltator,610380
Oncopeltus fasciatus,7536
Anopheles merus,30066
Lysinibacillus mangiferihumi,1130819
Archaeoglobus fulgidus DSM 4304,224325
Allochrocebus solatus,147650
Hylia prasina,908305
Eimeria tenella,5802
Ligilactobacillus murinus,1622
Eudromia elegans,8805
Hylobates lar,2841023
Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17,1619067
Leishmania tarentolae,5689
Psychromonas ingrahamii 37,357804
Candidatus Desantisbacteria bacterium CG_4_10_14_0_8_um_filter_48_22,1974543
Eutypa lata UCREL1,1287681
Methylobacterium tarhaniae,1187852
Ponticaulis sp.,2020902
Plutella xylostella,51655
Prochlorococcus marinus str. MIT 9313,74547
Leontocebus fuscicollis,48018
Rathayibacter tritici,33888
Leontopithecus rosalia,30588
Glossina palpalis gambiensis,67801
Strongylocentrotus purpuratus,7668
Guillardia theta CCMP2712,905079
Neisseria meningitidis MC58,122586
Caldanaerobacter subterraneus subsp. tengcongensis MB4,273068
Mesocricetus auratus,10036
Campylobacter jejuni subsp. jejuni 81-176,354242
Bungarus candidus,92438
Muntiacus muntjak,9888
Deinococcus humi,662880
Pygocentrus nattereri,42514
Thalassiosira pseudonana,296543
Xiphophorus couchianus,32473
Tanacetum cinerariifolium,118510
Sulfurisphaera tokodaii str. 7,273063
Marchantia polymorpha subsp. ruderalis,1480154
Aethionema grandiflorum,72657
Candidatus Uabimicrobium amorphum,2596890
Caenorhabditis brenneri,135651
Chromohalobacter salexigens,290398
Maylandia zebra,106582
Agrilus planipennis,224129
Colobus angolensis palliatus,336983
Klebsiella pneumoniae 342,507522
Raphanus sativus,240228
Brassica napus,138011
Shewanella amazonensis SB2B,326297
Latimeria chalumnae,7897
viral metagenome,1070528
Candidatus Atelocyanobacterium thalassa isolate SIO64986,1527444
Trichoderma reesei,431241
Staphylococcus aureus subsp. aureus JH1,359787
Chelativorans sp. BNC1,266779
Myotis myotis,126574
Symbiodinium sp. CCMP2592,631055
Paracoccus sp. SMMA_5,2654280
Leuconostoc kimchii IMSNU 11154,762051
Cenarchaeum sp. SB0663_bin_5,2604874
Xylella fastidiosa M12,405440
Solibacillus silvestris StLB046,1002809
Phalotris mertensi,1260334
Triticum turgidum subsp. durum,4567
Vanderwaltozyma polyspora DSM 70294,436907
Liriodendron tulipifera,3415
Cryptococcus neoformans var. grubii H99,235443
Enterococcus faecalis V583,226185
Crassostrea gigas,1527468
Enterobacteria phage RB55,697289
Hordeum vulgare subsp. vulgare,112509
Eschrichtius robustus,9764
Bacilli bacterium VT-13-104,1637974
Shigella flexneri,591020
Strigops habroptila,2489341
Nymphaea alba,1891505
Flavobacterium psychrophilum JIP02/86,402612
Cynops pyrrhogaster,8330
Tetragenococcus halophilus,1004777
Pseudodiaptomus poplesia,213370
Conus magus,6492
Dichanthelium oligosanthes,888268
Metarhizium acridum CQMa 102,655827
Flavobacterium saccharophilum,29534
Apostasia shenzhenica,1088818
Bradyrhizobium sp. STM 3843,551947
Mandrillus sphinx,9561
Colocasia esculenta,4460
Xanthomonas oryzae pv. oryzae KACC 10331,291331
Theileria parva,1148489
Delphinapterus leucas,9749
Shewanella halifaxensis HAW-EB4,458817
Leptolyngbya sp. SIOISBB,2607771
Capsaspora owczarzaki ATCC 30864,595528
Azemiops feae,8773
Limosilactobacillus mucosae DSM 13345,1423771
Hydrophis platurus,8688
Saguinus geoffroyi,43778
Epinephelus akaara,1979539
Thalassarche chlororhynchos,54027
Vicugna pacos,30538
Cereibacter sphaeroides,1063
Rhizobium freirei PRF 81,363754
Trichodelitschia bisporula,703511
Pyronema omphalodes CBS 100304,1076935
Synechocystis sp. PCC 6803,1148
Porphyromonadaceae bacterium COT-184 OH4590,1517682
Brassica oleracea,109376
Aquilegia coerulea,218851
Pseudomonas fluorescens SBW25,216595
Pigmentiphaga kullae,151784
Vancouveria hexandra,46959
Hydrophis lapemoides,8684
Atlantisia rogersi,2478892
Populus alba,327893
Lachnospiraceae bacterium RM5,1200721
Clostridium perfringens ATCC 13124,195103
Beringraja rhina,2838338
Thermomonospora curvata DSM 43183,471852
Calliophis bivirgatus,8633
Rhizobium tibeticum,501024
Pyrenomonas salina,3034
Nyctereutes procyonoides,192959
Hondaea fermentalgiana,2315210
Photorhabdus asymbiotica subsp. asymbiotica ATCC 43949,553480
Ligilactobacillus salivarius,1624
Eisenia fetida,2202381
Cercopithecus mitis,1137482
Salinicoccus roseus,45670
Bosea sp. AK1,2587160
Streptococcus mutans,511691
Dothistroma septosporum NZE10,675120
Cyanobacteria bacterium J007,2420339
Naumannella cuiyingiana,1347891
Patiria pectinifera,7594
Methylobacterium terrae,2202827
Anacardium occidentale,171929
Sphingobacterium lactis,797291
Enterococcus faecalis 13-SD-W-01,1260356
Tupaia minor,143289
Mandrillus leucophaeus,9568
Catostomus commersonii,7971
Chlamydia felis Fe/C-56,264202
Hydrophis ornatus,8685
Edwardsiella sp. EA181011,1578828
Gemmata sp. SH-PL17,1630693
Electrophorus electricus,8005
Caldilineae bacterium,2705092
Naja sputatrix,33626
Ahaetulla prasina,499056
Bracon brevicornis,1563983
Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1,527029
Clupea harengus,7950
Amia calva,7924
Acetobacter pasteurianus NBRC 3278,1226660
Zostera marina,29655
Erythrocebus patas,9538
Pestalotiopsis fici W106-1,1229662
Pachycephala philippinensis,449367
Leptonychotes weddellii,1925019
Penelope pileata,1118817
Dendroaspis polylepis polylepis,8620
Polarella glacialis,89957
Rhizobium leguminosarum bv. viciae 3841,216596
Nostoc commune,224011
Tieghemostelium lacteum,361077
Puma yagouaroundi,1608482
